SYSTEM_CODE,ENVIRONMENT,ACCOUNT_TYPE,CIF_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,PRODUCT,BRANCH,DATE OPEN,CURRENT INT RATE,INTEREST TERM,ACC STATUS,DATE OF STATUS,ACCOUNT CURRENCY,NPL TAG,SEGMENT,Current Balance,Previous day balance,Privious Month end balance
LEASE,FCBU,LOAN,57732,1001435,Customer_57732,SAREGPEF,14,"Monday, April 22, 2024",0.1458,90,Active,5/22/2024,LKR,N,SME,1148291.5,1155350.31,1190646.65
LEASE,DBU,FD,61181,1001436,Customer_61181,CURRPRO,32,"Tuesday, February 11, 2020",0.0909,180,Dormant,3/12/2020,USD,N,RETAIL,1453609.58,1468897.34,1643461.23
CORE,FCBU,SAVINGS,11806,1001437,Customer_11806,LOANGEN,17,"Sunday, March 31, 2024",0.0395,180,Dormant,4/30/2024,LKR,N,SME,967578.89,958447.76,1031969.99
LEASE,FCBU,SAVINGS,47883,1001438,Customer_47883,FDFIXED,42,"Tuesday, October 01, 2024",0.0171,180,Active,10/31/2024,LKR,N,SME,1407889.8,1388424.73,1316907.25
CORE,FCBU,CURRENT,72279,1001439,Customer_72279,FDFIXED,3,"Saturday, January 04, 2025",0.039,90,Active,2/3/2025,USD,N,CORPORATE,869396.08,883750.55,862122.1
CORE,FCBU,FD,71682,1001440,Customer_71682,LOANGEN,27,"Saturday, June 15, 2019",0.0807,365,Active,7/15/2019,LKR,N,SME,535461.19,536789.48,460529.78
CORE,DBU,SAVINGS,21403,1001441,Customer_21403,FDFIXED,45,"Saturday, March 19, 2022",0.0212,90,Dormant,4/18/2022,USD,Y,SME,223482.09,221451.38,195806.11
CORE,DBU,LOAN,88558,1001442,Customer_88558,CURRPRO,20,"Monday, November 11, 2019",0.1995,180,Active,12/11/2019,USD,N,CORPORATE,70314.99,71394.25,79442.1
LEASE,FCBU,LOAN,88418,1001443,Customer_88418,FDFIXED,3,"Thursday, October 03, 2024",0.1443,365,Dormant,11/2/2024,USD,N,SME,1136809.52,1133474.65,1043647.94
PAWNING,FCBU,CURRENT,99858,1001444,Customer_99858,LOANGEN,41,"Wednesday, June 16, 2021",0.025,30,Active,7/16/2021,USD,N,SME,425148.87,423238.57,483183.09
LEASE,DBU,LOAN,31239,1001445,Customer_31239,SAREGPEF,18,"Monday, June 22, 2020",0.1667,30,Dormant,7/22/2020,USD,N,SME,1102760.74,1123474.73,1088405.98
PAWNING,DBU,CURRENT,83468,1001446,Customer_83468,FDFIXED,15,"Wednesday, November 09, 2022",0.0256,365,Active,12/9/2022,USD,N,RETAIL,1976148.1,1992222.51,2069389.56
LEASE,DBU,LOAN,25792,1001447,Customer_25792,SAREGPEF,1,"Thursday, August 11, 2022",0.1765,365,Dormant,9/10/2022,LKR,N,CORPORATE,948379,948421.76,944880.17
CORE,DBU,LOAN,96211,1001448,Customer_96211,FDFIXED,38,"Thursday, February 06, 2020",0.1662,90,Active,3/7/2020,USD,N,SME,1691188.47,1669805.69,1684284.39
PAWNING,FCBU,LOAN,29083,1001449,Customer_29083,FDFIXED,35,"Monday, March 17, 2025",0.1606,180,Active,4/16/2025,USD,N,CORPORATE,1819309.24,1820293.42,2052919.13
LEASE,FCBU,FD,23825,1001450,Customer_23825,CURRPRO,43,"Tuesday, August 25, 2020",0.116,30,Active,9/24/2020,USD,N,SME,1220130.77,1219834.97,1243470.98
LEASE,FCBU,LOAN,85223,1001451,Customer_85223,SAREGPEF,42,"Sunday, November 18, 2018",0.2088,30,Active,12/18/2018,LKR,N,CORPORATE,1884479.74,1894207.66,2005367.91
PAWNING,DBU,FD,57081,1001452,Customer_57081,SAREGPEF,9,"Sunday, January 08, 2023",0.0851,90,Active,2/7/2023,USD,N,CORPORATE,1377087.25,1358459.84,1434971.64
PAWNING,DBU,CURRENT,15769,1001453,Customer_15769,FDFIXED,25,"Friday, February 16, 2024",0.0352,365,Dormant,3/17/2024,LKR,N,CORPORATE,149871.25,150677.98,136242.4
CORE,FCBU,SAVINGS,45006,1001454,Customer_45006,FDFIXED,9,"Wednesday, June 21, 2017",0.0183,180,Dormant,7/21/2017,USD,N,RETAIL,1625260.64,1626534.36,1764837.58
PAWNING,DBU,SAVINGS,37596,1001455,Customer_37596,CURRPRO,5,"Sunday, June 02, 2024",0.0362,365,Dormant,7/2/2024,LKR,N,RETAIL,1192967.43,1174137.9,1022711.64
PAWNING,DBU,FD,48486,1001456,Customer_48486,CURRPRO,29,"Thursday, August 08, 2019",0.1386,180,Dormant,9/7/2019,USD,N,SME,1908388.78,1944845.59,2061937.79
PAWNING,DBU,LOAN,94390,1001457,Customer_94390,LOANGEN,41,"Thursday, February 09, 2017",0.1672,90,Dormant,3/11/2017,LKR,N,SME,926204.1,936204.22,892128.86
LEASE,DBU,LOAN,29907,1001458,Customer_29907,LOANGEN,31,"Wednesday, January 03, 2024",0.195,90,Dormant,2/2/2024,USD,N,CORPORATE,312543.35,311163.09,277011.35
CORE,FCBU,FD,26392,1001459,Customer_26392,FDFIXED,6,"Friday, May 29, 2020",0.1327,30,Active,6/28/2020,LKR,N,SME,313514.71,311167.59,277337.4
LEASE,DBU,SAVINGS,73820,1001460,Customer_73820,SAREGPEF,47,"Sunday, February 11, 2018",0.0297,90,Dormant,3/13/2018,LKR,N,SME,1862243.21,1890900.14,1708745.66
LEASE,DBU,LOAN,87628,1001461,Customer_87628,SAREGPEF,48,"Wednesday, January 25, 2023",0.2074,90,Active,2/24/2023,USD,N,SME,444443.9,447776.58,481486.47
LEASE,DBU,FD,25873,1001462,Customer_25873,FDFIXED,16,"Sunday, February 18, 2018",0.1326,90,Dormant,3/20/2018,USD,N,CORPORATE,20049.09,20170.18,17271.13
LEASE,DBU,FD,74387,1001463,Customer_74387,SAREGPEF,30,"Saturday, December 29, 2018",0.0847,180,Active,1/28/2019,LKR,N,CORPORATE,1147700.74,1127288.19,1086191.88
CORE,DBU,FD,46162,1001464,Customer_46162,SAREGPEF,35,"Wednesday, August 12, 2020",0.0879,30,Dormant,9/11/2020,LKR,N,SME,1017268.95,1019314.6,885637.58
CORE,DBU,SAVINGS,20293,1001465,Customer_20293,CURRPRO,44,"Monday, May 31, 2021",0.0335,365,Active,6/30/2021,LKR,N,SME,806884.69,815327.86,751563.73
PAWNING,FCBU,FD,93393,1001466,Customer_93393,LOANGEN,1,"Tuesday, January 12, 2021",0.1309,30,Active,2/11/2021,USD,N,CORPORATE,1838417.56,1833061.36,1909751.1
LEASE,FCBU,CURRENT,20782,1001467,Customer_20782,SAREGPEF,37,"Tuesday, February 22, 2022",0.0337,365,Dormant,3/24/2022,LKR,N,RETAIL,1489625.06,1488774.99,1288240.84
PAWNING,FCBU,LOAN,21849,1001468,Customer_21849,LOANGEN,9,"Saturday, December 16, 2017",0.1362,30,Active,1/15/2018,USD,N,CORPORATE,1092594.19,1089086.03,1023604.3
CORE,DBU,SAVINGS,85763,1001469,Customer_85763,SAREGPEF,44,"Sunday, August 25, 2024",0.0183,180,Dormant,9/24/2024,LKR,N,SME,1508801.77,1487309.49,1473105.91
CORE,FCBU,CURRENT,27407,1001470,Customer_27407,CURRPRO,39,"Friday, March 13, 2020",0.0315,90,Active,4/12/2020,LKR,N,RETAIL,347463.66,353255.58,297580.63
LEASE,DBU,LOAN,13297,1001471,Customer_13297,LOANGEN,42,"Thursday, April 16, 2020",0.1536,90,Active,5/16/2020,LKR,N,RETAIL,1713874.74,1687876.37,1645140.78
LEASE,FCBU,FD,24451,1001472,Customer_24451,SAREGPEF,9,"Friday, July 17, 2020",0.0991,90,Dormant,8/16/2020,USD,N,CORPORATE,1342964.78,1347327.66,1331885.21
CORE,FCBU,SAVINGS,55469,1001473,Customer_55469,FDFIXED,18,"Friday, August 02, 2024",0.03,180,Dormant,9/1/2024,USD,N,RETAIL,1833707.47,1867172.84,1751265.56
LEASE,DBU,LOAN,67492,1001474,Customer_67492,FDFIXED,6,"Saturday, July 22, 2017",0.1222,365,Dormant,8/21/2017,LKR,N,CORPORATE,453282.67,458735.79,492601.86
PAWNING,FCBU,FD,47943,1001475,Customer_47943,SAREGPEF,39,"Thursday, November 30, 2017",0.111,30,Dormant,12/30/2017,LKR,N,SME,1996073.26,2010248.55,1729798.21
CORE,FCBU,SAVINGS,14859,1001476,Customer_14859,LOANGEN,34,"Tuesday, December 28, 2021",0.0344,180,Active,1/27/2022,USD,N,SME,1923856.12,1959414.3,1712601.32
PAWNING,DBU,SAVINGS,85522,1001477,Customer_85522,CURRPRO,36,"Saturday, December 17, 2022",0.0182,365,Active,1/16/2023,LKR,N,CORPORATE,1442663.73,1431319.78,1592211.39
PAWNING,DBU,FD,41574,1001478,Customer_41574,SAREGPEF,40,"Sunday, December 31, 2017",0.1334,30,Dormant,1/30/2018,LKR,N,RETAIL,61590.97,62287.84,63665.48
CORE,DBU,CURRENT,64773,1001479,Customer_64773,FDFIXED,32,"Friday, June 05, 2020",0.0168,30,Active,7/5/2020,LKR,N,RETAIL,1254586.73,1267154.96,1097961.22
CORE,DBU,SAVINGS,84665,1001480,Customer_84665,SAREGPEF,13,"Thursday, August 10, 2017",0.0271,365,Dormant,9/9/2017,USD,N,SME,1599179.86,1612239.54,1722000.19
LEASE,FCBU,SAVINGS,17584,1001481,Customer_17584,CURRPRO,20,"Saturday, June 30, 2018",0.0287,90,Dormant,7/30/2018,LKR,N,CORPORATE,977651.56,971247.37,940720.81
CORE,DBU,FD,94825,1001482,Customer_94825,LOANGEN,50,"Friday, December 06, 2019",0.0884,180,Dormant,1/5/2020,USD,N,SME,162784.52,163753.13,143061.01
PAWNING,DBU,LOAN,44539,1001483,Customer_44539,SAREGPEF,6,"Tuesday, November 26, 2019",0.1754,180,Dormant,12/26/2019,LKR,N,CORPORATE,16088.88,15867.02,15851.91
LEASE,FCBU,SAVINGS,74668,1001484,Customer_74668,LOANGEN,33,"Tuesday, August 15, 2017",0.0228,180,Active,9/14/2017,USD,N,RETAIL,1010141.36,1010140.6,916061.55
PAWNING,FCBU,LOAN,87283,1001485,Customer_87283,CURRPRO,24,"Wednesday, March 28, 2018",0.171,30,Active,4/27/2018,USD,N,RETAIL,1340072.1,1323290.45,1250622.32
CORE,DBU,CURRENT,44122,1001486,Customer_44122,FDFIXED,13,"Sunday, March 12, 2023",0.0198,90,Active,4/11/2023,USD,N,RETAIL,1489758.81,1482229.2,1362269.55
PAWNING,FCBU,CURRENT,19715,1001487,Customer_19715,CURRPRO,1,"Friday, April 30, 2021",0.0155,30,Active,5/30/2021,LKR,N,CORPORATE,343690.12,336821.56,378562.96
LEASE,FCBU,FD,53172,1001488,Customer_53172,CURRPRO,28,"Saturday, October 09, 2021",0.1121,365,Active,11/8/2021,USD,N,RETAIL,530953,540117.31,586266.26
LEASE,DBU,CURRENT,37214,1001489,Customer_37214,FDFIXED,10,"Tuesday, October 24, 2017",0.0298,90,Active,11/23/2017,USD,N,CORPORATE,120322.4,119444.83,125158.93
LEASE,DBU,LOAN,60592,1001490,Customer_60592,SAREGPEF,16,"Thursday, March 09, 2023",0.2198,365,Dormant,4/8/2023,USD,N,RETAIL,309661.64,312897.96,314148.33
LEASE,DBU,LOAN,86407,1001491,Customer_86407,SAREGPEF,36,"Monday, July 17, 2023",0.2,30,Active,8/16/2023,USD,N,SME,1521077.39,1515682.78,1358577.35
CORE,FCBU,CURRENT,62459,1001492,Customer_62459,FDFIXED,4,"Monday, May 29, 2023",0.017,180,Active,6/28/2023,LKR,N,CORPORATE,90475.9,91157.72,97504.33
PAWNING,DBU,CURRENT,59470,1001493,Customer_59470,SAREGPEF,7,"Thursday, June 03, 2021",0.0387,180,Active,7/3/2021,LKR,N,CORPORATE,363834.15,367256.54,400825.02
PAWNING,DBU,CURRENT,18536,1001494,Customer_18536,CURRPRO,48,"Monday, August 06, 2018",0.0254,180,Dormant,9/5/2018,USD,N,RETAIL,1207631.74,1229224.77,1384657.52
PAWNING,FCBU,CURRENT,93644,1001495,Customer_93644,SAREGPEF,11,"Thursday, March 24, 2022",0.0372,30,Dormant,4/23/2022,LKR,N,CORPORATE,1750024.52,1716186.46,1780930.88
LEASE,DBU,LOAN,80118,1001496,Customer_80118,SAREGPEF,3,"Monday, January 30, 2017",0.1932,90,Dormant,3/1/2017,USD,N,SME,674307.88,669431.04,700509.18
CORE,FCBU,LOAN,61380,1001497,Customer_61380,CURRPRO,49,"Saturday, December 28, 2019",0.1887,365,Dormant,1/27/2020,LKR,Y,RETAIL,1361602.85,1337410.43,1489352.58
PAWNING,FCBU,FD,76421,1001498,Customer_76421,LOANGEN,37,"Tuesday, December 13, 2022",0.0969,365,Dormant,1/12/2023,LKR,N,SME,352701.12,349457.64,313203.29
PAWNING,DBU,SAVINGS,53143,1001499,Customer_53143,CURRPRO,2,"Thursday, May 16, 2019",0.0248,90,Dormant,6/15/2019,USD,N,RETAIL,1684243.42,1706226.03,1800633.81
PAWNING,FCBU,FD,76799,1001500,Customer_76799,CURRPRO,1,"Thursday, January 09, 2020",0.0867,90,Active,2/8/2020,LKR,N,RETAIL,655014.07,655402.44,618358.44
CORE,DBU,CURRENT,73426,1001501,Customer_73426,CURRPRO,3,"Saturday, January 29, 2022",0.0312,90,Active,2/28/2022,LKR,N,SME,403382.02,404430.07,384093.24
PAWNING,FCBU,LOAN,54758,1001502,Customer_54758,CURRPRO,10,"Wednesday, February 23, 2022",0.1208,365,Active,3/25/2022,LKR,N,SME,1840473.52,1823113.16,1965166.08
LEASE,DBU,SAVINGS,97241,1001503,Customer_97241,LOANGEN,6,"Sunday, February 10, 2019",0.0228,30,Active,3/12/2019,USD,N,CORPORATE,1172842.43,1196292.34,1049782.7
LEASE,FCBU,SAVINGS,56655,1001504,Customer_56655,LOANGEN,7,"Thursday, October 12, 2023",0.0167,365,Dormant,11/11/2023,LKR,N,CORPORATE,430444.93,426875.25,414728.5
PAWNING,FCBU,CURRENT,74386,1001505,Customer_74386,FDFIXED,20,"Wednesday, March 02, 2022",0.02,90,Dormant,4/1/2022,LKR,N,CORPORATE,706528.59,709268.22,638901.52
PAWNING,DBU,LOAN,75790,1001506,Customer_75790,CURRPRO,25,"Wednesday, March 29, 2017",0.1257,90,Active,4/28/2017,LKR,N,SME,825207.72,832801.19,946883.01
PAWNING,FCBU,FD,66938,1001507,Customer_66938,FDFIXED,24,"Monday, March 06, 2023",0.1126,180,Dormant,4/5/2023,LKR,N,RETAIL,58468.66,57646.96,52438.48
LEASE,FCBU,CURRENT,44472,1001508,Customer_44472,CURRPRO,44,"Sunday, December 09, 2018",0.0316,90,Active,1/8/2019,USD,N,SME,474829.39,466337.01,512240.68
LEASE,DBU,FD,15547,1001509,Customer_15547,FDFIXED,11,"Sunday, October 20, 2024",0.1318,30,Active,11/19/2024,USD,N,SME,1687734.64,1686250.36,1449734.07
PAWNING,FCBU,CURRENT,35685,1001510,Customer_35685,LOANGEN,14,"Friday, May 29, 2020",0.0212,30,Dormant,6/28/2020,LKR,N,SME,1887075.47,1908161.35,1956907.06
PAWNING,DBU,FD,32069,1001511,Customer_32069,FDFIXED,39,"Thursday, January 05, 2017",0.14,30,Active,2/4/2017,USD,N,SME,764252.95,749202.95,665587.71
PAWNING,FCBU,LOAN,87564,1001512,Customer_87564,FDFIXED,32,"Monday, July 23, 2018",0.1544,90,Active,8/22/2018,LKR,N,SME,275861.85,276110.37,311518.04
CORE,DBU,CURRENT,48234,1001513,Customer_48234,CURRPRO,16,"Wednesday, May 16, 2018",0.0137,365,Dormant,6/15/2018,USD,N,CORPORATE,1029613.39,1046601.33,1024088.96
PAWNING,FCBU,FD,97495,1001514,Customer_97495,FDFIXED,35,"Tuesday, October 19, 2021",0.1003,180,Dormant,11/18/2021,LKR,N,CORPORATE,379457.42,385116.99,339646.69
PAWNING,FCBU,SAVINGS,72303,1001515,Customer_72303,CURRPRO,48,"Monday, June 08, 2020",0.0385,30,Active,7/8/2020,LKR,Y,CORPORATE,548155.74,539854.27,578267.7
CORE,DBU,FD,23965,1001516,Customer_23965,CURRPRO,28,"Wednesday, August 17, 2022",0.0921,90,Dormant,9/16/2022,USD,N,CORPORATE,1070875.63,1079899.01,981177
LEASE,DBU,LOAN,44282,1001517,Customer_44282,CURRPRO,30,"Saturday, February 27, 2021",0.2116,180,Active,3/29/2021,LKR,N,SME,1719036.42,1746704.76,1635950.66
PAWNING,FCBU,CURRENT,93146,1001518,Customer_93146,FDFIXED,10,"Monday, January 03, 2022",0.0121,90,Dormant,2/2/2022,USD,N,RETAIL,1869370.32,1864269.68,1808620.98
CORE,FCBU,SAVINGS,79393,1001519,Customer_79393,FDFIXED,7,"Tuesday, August 01, 2023",0.0348,365,Active,8/31/2023,LKR,N,SME,1681318.03,1690485.46,1609996.53
PAWNING,FCBU,SAVINGS,66738,1001520,Customer_66738,SAREGPEF,48,"Thursday, March 20, 2025",0.0165,30,Active,4/19/2025,USD,N,CORPORATE,977123.72,970969.95,1091295.19
PAWNING,DBU,LOAN,99934,1001521,Customer_99934,LOANGEN,1,"Sunday, October 04, 2020",0.14,180,Active,11/3/2020,LKR,N,SME,153113.05,152297.36,155549.11
CORE,FCBU,SAVINGS,91781,1001522,Customer_91781,LOANGEN,31,"Sunday, February 09, 2025",0.0352,90,Dormant,3/11/2025,USD,N,RETAIL,1524089.61,1513085.68,1305206.32
CORE,FCBU,LOAN,86834,1001523,Customer_86834,CURRPRO,30,"Wednesday, July 24, 2019",0.1558,180,Dormant,8/23/2019,USD,N,CORPORATE,584316.57,587633.45,527469.9
CORE,DBU,FD,75819,1001524,Customer_75819,FDFIXED,18,"Monday, June 03, 2019",0.1074,180,Dormant,7/3/2019,USD,N,RETAIL,486495.23,489546.63,559444.65
LEASE,FCBU,LOAN,58757,1001525,Customer_58757,LOANGEN,30,"Saturday, January 08, 2022",0.173,30,Dormant,2/7/2022,LKR,N,RETAIL,1975825.12,1978507.71,1900740.49
LEASE,DBU,CURRENT,25850,1001526,Customer_25850,CURRPRO,30,"Tuesday, November 14, 2017",0.0227,180,Active,12/14/2017,LKR,N,SME,58767.95,59023.16,62728.24
CORE,DBU,LOAN,82277,1001527,Customer_82277,FDFIXED,19,"Friday, July 08, 2022",0.2133,365,Dormant,8/7/2022,LKR,N,RETAIL,834030.1,841453.59,777631.91
LEASE,DBU,SAVINGS,53388,1001528,Customer_53388,CURRPRO,11,"Monday, December 18, 2017",0.0208,90,Dormant,1/17/2018,USD,N,CORPORATE,1401195.63,1389793.1,1300386.55
LEASE,FCBU,SAVINGS,20314,1001529,Customer_20314,FDFIXED,6,"Wednesday, February 13, 2019",0.0375,90,Dormant,3/15/2019,USD,N,CORPORATE,684388.37,685142.99,679837.07
LEASE,DBU,CURRENT,19704,1001530,Customer_19704,FDFIXED,47,"Tuesday, March 07, 2023",0.0291,30,Dormant,4/6/2023,LKR,N,CORPORATE,1148494.49,1137545.7,1105303.02
LEASE,FCBU,FD,92788,1001531,Customer_92788,LOANGEN,14,"Tuesday, July 04, 2017",0.1157,365,Dormant,8/3/2017,USD,N,RETAIL,1957626.05,1944881.21,1923338.85
CORE,FCBU,SAVINGS,18363,1001532,Customer_18363,LOANGEN,31,"Friday, December 22, 2023",0.0384,30,Dormant,1/21/2024,LKR,N,SME,1202000.79,1215812.22,1213520.46
LEASE,DBU,FD,74380,1001533,Customer_74380,LOANGEN,22,"Saturday, November 20, 2021",0.0872,365,Active,12/20/2021,LKR,N,CORPORATE,1211845.78,1207590.87,1277829.65
CORE,DBU,SAVINGS,69144,1001534,Customer_69144,CURRPRO,44,"Thursday, September 13, 2018",0.0171,30,Dormant,10/13/2018,LKR,N,RETAIL,396270.26,392972.03,444695.26
PAWNING,FCBU,LOAN,83352,1001535,Customer_83352,CURRPRO,21,"Wednesday, October 14, 2020",0.2134,30,Active,11/13/2020,USD,N,RETAIL,931004.74,947739.43,912029.33
LEASE,FCBU,FD,54668,1001536,Customer_54668,FDFIXED,12,"Wednesday, November 04, 2020",0.0982,365,Dormant,12/4/2020,LKR,N,CORPORATE,1256633.61,1260990.68,1114006.22
CORE,FCBU,SAVINGS,53488,1001537,Customer_53488,FDFIXED,32,"Tuesday, October 23, 2018",0.0371,30,Active,11/22/2018,LKR,N,CORPORATE,46375.54,45877.88,53321.06
PAWNING,DBU,SAVINGS,36176,1001538,Customer_36176,SAREGPEF,24,"Sunday, June 10, 2018",0.0194,30,Dormant,7/10/2018,USD,N,RETAIL,860431.3,853326.58,732912.11
CORE,DBU,FD,28041,1001539,Customer_28041,LOANGEN,18,"Saturday, September 05, 2020",0.1044,30,Active,10/5/2020,USD,N,RETAIL,1164105.95,1180244.57,1229513.25
LEASE,FCBU,CURRENT,68504,1001540,Customer_68504,LOANGEN,36,"Thursday, September 19, 2019",0.0165,90,Active,10/19/2019,USD,N,SME,541799.47,532222.98,492420.15
LEASE,FCBU,SAVINGS,51161,1001541,Customer_51161,FDFIXED,45,"Monday, July 29, 2019",0.0355,365,Active,8/28/2019,LKR,N,RETAIL,1910578.84,1944542.55,2158624.38
LEASE,FCBU,LOAN,70167,1001542,Customer_70167,LOANGEN,18,"Thursday, January 26, 2017",0.13,90,Active,2/25/2017,USD,N,RETAIL,794027.11,807227.74,831575.6
LEASE,DBU,SAVINGS,16992,1001543,Customer_16992,CURRPRO,37,"Wednesday, May 29, 2019",0.0274,180,Active,6/28/2019,USD,N,SME,1457041.6,1454467.49,1581847.53
CORE,FCBU,SAVINGS,11525,1001544,Customer_11525,SAREGPEF,4,"Sunday, January 19, 2020",0.0237,180,Active,2/18/2020,LKR,N,SME,1661910.8,1661791.24,1906051.97
PAWNING,FCBU,LOAN,32825,1001545,Customer_32825,SAREGPEF,35,"Wednesday, November 28, 2018",0.207,90,Active,12/28/2018,USD,N,SME,312068.2,305985.48,340498.34
CORE,DBU,SAVINGS,64367,1001546,Customer_64367,SAREGPEF,35,"Friday, May 11, 2018",0.0215,90,Active,6/10/2018,LKR,Y,RETAIL,69849.94,69501.59,73041.18
LEASE,FCBU,LOAN,13016,1001547,Customer_13016,CURRPRO,44,"Saturday, October 03, 2020",0.1838,30,Dormant,11/2/2020,LKR,N,RETAIL,588584.38,580717.25,645300.02
PAWNING,FCBU,CURRENT,72617,1001548,Customer_72617,SAREGPEF,40,"Wednesday, November 13, 2019",0.0173,30,Dormant,12/13/2019,USD,N,CORPORATE,720241.46,715711.6,669592.16
LEASE,FCBU,CURRENT,37251,1001549,Customer_37251,FDFIXED,28,"Saturday, August 12, 2017",0.0186,365,Dormant,9/11/2017,USD,N,RETAIL,567302.76,569025.57,560286.91
LEASE,FCBU,SAVINGS,52416,1001550,Customer_52416,SAREGPEF,8,"Sunday, May 26, 2019",0.0271,180,Dormant,6/25/2019,LKR,N,SME,515057.84,522103.6,530941.93
CORE,FCBU,CURRENT,67016,1001551,Customer_67016,CURRPRO,30,"Monday, January 03, 2022",0.021,180,Active,2/2/2022,LKR,N,SME,303717.45,305880.47,300325.33
LEASE,DBU,SAVINGS,96321,1001552,Customer_96321,FDFIXED,9,"Saturday, May 09, 2020",0.0152,30,Active,6/8/2020,USD,N,RETAIL,960997.53,978713.83,859276.32
PAWNING,DBU,LOAN,96465,1001553,Customer_96465,LOANGEN,33,"Friday, April 17, 2020",0.1221,365,Dormant,5/17/2020,LKR,N,SME,695086.25,701596.62,690870.15
LEASE,FCBU,FD,10819,1001554,Customer_10819,LOANGEN,28,"Friday, June 09, 2017",0.1383,30,Dormant,7/9/2017,USD,N,SME,638039.72,646769.26,608150.61
LEASE,FCBU,FD,27435,1001555,Customer_27435,LOANGEN,18,"Monday, August 24, 2020",0.1213,30,Dormant,9/23/2020,LKR,N,SME,1162480.39,1145073.08,1295356.13
PAWNING,DBU,LOAN,13941,1001556,Customer_13941,CURRPRO,29,"Saturday, May 11, 2019",0.1211,180,Dormant,6/10/2019,USD,N,CORPORATE,32044.18,32047.07,34173.17
CORE,FCBU,LOAN,54815,1001557,Customer_54815,CURRPRO,31,"Sunday, January 30, 2022",0.1937,30,Active,3/1/2022,USD,Y,CORPORATE,1346655.7,1344683,1357152.58
LEASE,DBU,LOAN,86557,1001558,Customer_86557,CURRPRO,50,"Saturday, November 11, 2017",0.1792,30,Active,12/11/2017,USD,N,SME,316986.14,319614.84,361433.44
CORE,FCBU,FD,72183,1001559,Customer_72183,SAREGPEF,7,"Thursday, September 05, 2024",0.1007,180,Dormant,10/5/2024,USD,N,RETAIL,1553344.14,1556174.55,1361783.26
PAWNING,FCBU,LOAN,57468,1001560,Customer_57468,SAREGPEF,26,"Friday, March 14, 2025",0.1878,180,Dormant,4/13/2025,LKR,N,SME,1080416.79,1077439.78,1041033.45
LEASE,DBU,CURRENT,45417,1001561,Customer_45417,SAREGPEF,32,"Sunday, October 28, 2018",0.0331,180,Dormant,11/27/2018,USD,N,SME,307996.71,312853.09,346476.26
CORE,DBU,LOAN,67744,1001562,Customer_67744,LOANGEN,20,"Wednesday, January 22, 2020",0.1799,365,Active,2/21/2020,LKR,N,CORPORATE,1167043.33,1170913.66,1132134.43
LEASE,FCBU,LOAN,77538,1001563,Customer_77538,SAREGPEF,22,"Monday, March 22, 2021",0.1304,180,Dormant,4/21/2021,USD,N,RETAIL,1482797,1471726.08,1597146.91
LEASE,DBU,CURRENT,37234,1001564,Customer_37234,CURRPRO,12,"Saturday, March 18, 2017",0.0245,365,Active,4/17/2017,USD,N,CORPORATE,920156.55,915656.69,923921.54
LEASE,FCBU,FD,11249,1001565,Customer_11249,CURRPRO,48,"Saturday, January 12, 2019",0.0933,180,Dormant,2/11/2019,LKR,N,CORPORATE,535907.44,540213.46,530693.99
CORE,FCBU,FD,20921,1001566,Customer_20921,CURRPRO,6,"Friday, December 04, 2020",0.1086,365,Dormant,1/3/2021,USD,N,SME,393287.97,400526.38,338570.47
PAWNING,FCBU,SAVINGS,97075,1001567,Customer_97075,SAREGPEF,28,"Saturday, October 29, 2022",0.0365,30,Active,11/28/2022,LKR,N,CORPORATE,224394.37,223658.34,239681.79
LEASE,FCBU,SAVINGS,87546,1001568,Customer_87546,FDFIXED,12,"Friday, November 01, 2024",0.0398,90,Active,12/1/2024,LKR,N,SME,969234.77,987089.57,958839.19
PAWNING,DBU,CURRENT,99995,1001569,Customer_99995,CURRPRO,25,"Tuesday, January 22, 2019",0.029,365,Dormant,2/21/2019,USD,N,SME,991665.22,1001205.71,1027084.78
CORE,FCBU,CURRENT,53390,1001570,Customer_53390,SAREGPEF,47,"Tuesday, July 09, 2019",0.0345,90,Active,8/8/2019,LKR,N,CORPORATE,595029.52,602354.63,635342.09
LEASE,DBU,CURRENT,29642,1001571,Customer_29642,CURRPRO,18,"Saturday, January 23, 2021",0.0146,180,Active,2/22/2021,LKR,N,CORPORATE,14025.05,13893.46,14090.76
CORE,FCBU,SAVINGS,43312,1001572,Customer_43312,SAREGPEF,40,"Friday, May 07, 2021",0.0286,180,Dormant,6/6/2021,LKR,N,SME,1528989.59,1531479,1563714.06
PAWNING,FCBU,CURRENT,26982,1001573,Customer_26982,CURRPRO,34,"Friday, September 04, 2020",0.013,365,Active,10/4/2020,USD,N,RETAIL,369620.22,363979.51,356186.28
PAWNING,DBU,CURRENT,54469,1001574,Customer_54469,FDFIXED,17,"Friday, November 01, 2024",0.0226,365,Active,12/1/2024,USD,N,CORPORATE,125842.59,128022.28,126162.46
CORE,DBU,FD,36925,1001575,Customer_36925,FDFIXED,28,"Monday, April 20, 2020",0.1374,30,Dormant,5/20/2020,LKR,N,SME,81122.46,82399.64,90680.27
PAWNING,DBU,FD,44179,1001576,Customer_44179,CURRPRO,36,"Thursday, March 09, 2017",0.1254,365,Dormant,4/8/2017,USD,N,SME,142522.38,141934.07,128574.11
